date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-04-30	30.5000	33.1600		1976900	33.0546	33.0546	True
2026-05-01	33.4100	31.9700	-3.5887	1361700	31.8301	32.8282	True
2026-05-04	31.9500	32.0600	0.2815	1146100	31.9632	32.7217	True
2026-05-05	32.8800	32.7100	2.0274	1770800	32.2892	32.6498	True
2026-05-06	33.6400	36.8700	12.7178	2117700	36.5731	33.2879	True
2026-05-07	36.2600	33.3800	-9.4657	1508500	34.2600	33.3979	True
2026-05-08	34.0600	34.7900	4.2241	1843000	34.7908	33.5680	True
2026-05-11	34.7800	35.8800	3.1331	4741800	33.9612	33.6633	True
2026-05-12	34.5600	31.9700	-10.8974	2883200	32.3044	33.4912	True
2026-05-13	32.5100	28.2500	-11.6359	4251141	29.6174	32.8659	True
