date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-06-15	27.9300	30.5000		2120000	29.3776	29.3776	True
2026-06-16	29.7300	32.4900	6.5246	1869400	30.7156	29.9354	True
2026-06-17	32.5700	30.3000	-6.7405	1578100	32.1514	30.6155	True
2026-06-18	31.5000	30.8000	1.6502	4190000	28.7899	30.1452	True
2026-06-22	30.4900	28.9600	-5.9740	1443400	28.4820	29.8586	True
2026-06-23	27.5300	28.5600	-1.3812	979000	28.0248	29.6682	True
2026-06-24	28.5600	24.5400	-14.0756	1836100	25.8472	29.0559	True
2026-06-25	25.0100	24.3900	-0.6112	1047500	24.5157	28.6464	True
2026-06-26	23.7900	26.2600	7.6671	1601500	25.6224	28.4130	True
2026-06-29	27.0000	25.8700	-1.4851	345599	26.3312	28.3549	True
